timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1527421267612,297,37 /,200,OK,Thread Group 1-22,text,true,,7949,416,30,30,68,0,1
1527421267870,39,38 /reserve.php,200,OK,Thread Group 1-34,text,true,,10563,588,30,30,38,0,0
1527421267870,40,Logowanie,200,OK,Thread Group 1-25,text,true,,10337,122,30,30,40,0,0
1527421267817,97,37 /,200,OK,Thread Group 1-35,text,true,,7949,416,29,29,68,0,1
1527421267879,39,40 /confirmation.php,200,OK,Thread Group 1-2,text,true,,9004,713,30,30,38,0,0
1527421267882,37,40 /confirmation.php,200,OK,Thread Group 1-29,text,true,,9004,714,30,30,37,0,0
1527421267881,39,39 /purchase.php,200,OK,Thread Group 1-32,text,true,,9974,665,30,30,38,0,0
1527421267826,96,37 /,200,OK,Thread Group 1-38,text,true,,7949,416,30,30,68,0,1
1527421267887,38,40 /confirmation.php,200,OK,Thread Group 1-10,text,true,,9004,713,30,30,38,0,0
1527421267683,243,40 /confirmation.php,200,OK,Thread Group 1-3,text,true,,9004,714,30,30,39,0,0
1527421267889,38,38 /reserve.php,200,OK,Thread Group 1-33,text,true,,10579,590,30,30,38,0,0
1527421267894,38,40 /confirmation.php,200,OK,Thread Group 1-30,text,true,,9004,714,31,31,38,0,0
1527421267685,248,40 /confirmation.php,200,OK,Thread Group 1-13,text,true,,9004,713,31,31,37,0,0
1527421267895,39,38 /reserve.php,200,OK,Thread Group 1-36,text,true,,10603,593,31,31,38,0,0
1527421267841,96,37 /,200,OK,Thread Group 1-37,text,true,,7949,416,31,31,68,0,1
1527421267901,39,Logowanie,200,OK,Thread Group 1-27,text,true,,10349,122,31,31,39,0,0
1527421267905,40,Logowanie,200,OK,Thread Group 1-6,text,true,,10341,122,31,31,40,0,0
1527421267904,42,Logowanie,200,OK,Thread Group 1-28,text,true,,10343,122,30,30,41,0,0
1527421267909,38,38 /reserve.php,200,OK,Thread Group 1-22,text,true,,10587,591,29,29,38,0,0
1527421267910,38,39 /purchase.php,200,OK,Thread Group 1-34,text,true,,9968,659,29,29,38,0,0
1527421267852,96,37 /,200,OK,Thread Group 1-40,text,true,,7949,416,29,29,67,0,0
1527421267915,38,38 /reserve.php,200,OK,Thread Group 1-35,text,true,,10627,602,29,29,37,0,0
1527421267918,39,Logowanie,200,OK,Thread Group 1-2,text,true,,10335,122,29,29,39,0,0
1527421267920,39,40 /confirmation.php,200,OK,Thread Group 1-32,text,true,,9004,713,29,29,39,0,0
1527421267920,40,Logowanie,200,OK,Thread Group 1-29,text,true,,10335,122,29,29,39,0,0
1527421267923,38,38 /reserve.php,200,OK,Thread Group 1-38,text,true,,10587,591,28,28,37,0,0
1527421267866,97,37 /,200,OK,Thread Group 1-39,text,true,,7949,416,28,28,67,0,1
1527421267926,39,Logowanie,200,OK,Thread Group 1-10,text,true,,10333,122,28,28,38,0,0
