timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1527418880734,97,37 /,200,OK,Thread Group 1-55,text,true,,7949,416,36,36,68,0,1
1527418880793,39,Logowanie,200,OK,Thread Group 1-42,text,true,,10337,122,36,36,38,0,0
1527418880794,38,38 /reserve.php,200,OK,Thread Group 1-52,text,true,,10587,591,36,36,38,0,0
1527418880794,41,39 /purchase.php,200,OK,Thread Group 1-49,text,true,,9968,659,35,35,41,0,0
1527418880747,96,37 /,200,OK,Thread Group 1-56,text,true,,7949,416,36,36,67,0,3
1527418880608,236,39 /purchase.php,200,OK,Thread Group 1-34,text,true,,9968,659,36,36,38,0,0
1527418880806,38,39 /purchase.php,200,OK,Thread Group 1-50,text,true,,9970,661,36,36,38,0,0
1527418880809,37,38 /reserve.php,200,OK,Thread Group 1-53,text,true,,10563,588,36,36,37,0,0
1527418880810,38,40 /confirmation.php,200,OK,Thread Group 1-47,text,true,,9004,713,36,36,38,0,0
1527418880812,39,Logowanie,200,OK,Thread Group 1-29,text,true,,10335,122,37,37,39,0,0
1527418880760,97,37 /,200,OK,Thread Group 1-57,text,true,,7949,416,36,36,67,0,1
1527418880821,39,40 /confirmation.php,200,OK,Thread Group 1-32,text,true,,8985,713,36,36,39,0,0
1527418880822,39,39 /purchase.php,200,OK,Thread Group 1-51,text,true,,9974,665,36,36,39,0,0
1527418880823,39,40 /confirmation.php,200,OK,Thread Group 1-48,text,true,,9004,713,36,36,39,0,0
1527418880818,45,38 /reserve.php,200,OK,Thread Group 1-54,text,true,,10580,590,37,37,45,0,0
1527418880826,40,Logowanie,200,OK,Thread Group 1-30,text,true,,10337,122,37,37,40,0,0
1527418880771,98,37 /,200,OK,Thread Group 1-58,text,true,,7949,416,36,36,68,0,1
1527418880824,39,38 /reserve.php,200,OK,Thread Group 1-55,text,true,,10603,593,36,36,38,0,0
1527418880639,231,40 /confirmation.php,200,OK,Thread Group 1-19,text,true,,9004,714,36,36,38,0,0
1527418880632,242,40 /confirmation.php,200,OK,Thread Group 1-33,text,true,,9004,713,36,36,39,0,0
1527418880825,43,39 /purchase.php,200,OK,Thread Group 1-52,text,true,,9966,657,37,37,43,0,0
1527418880837,38,38 /reserve.php,200,OK,Thread Group 1-56,text,true,,10627,602,37,37,37,0,0
1527418880785,98,37 /,200,OK,Thread Group 1-59,text,true,,7949,416,37,37,68,0,0
1527418880837,40,40 /confirmation.php,200,OK,Thread Group 1-50,text,true,,9004,714,37,37,39,0,0
1527418880838,40,40 /confirmation.php,200,OK,Thread Group 1-34,text,true,,9004,714,37,37,40,0,0
1527418880839,40,39 /purchase.php,200,OK,Thread Group 1-53,text,true,,9968,659,37,37,40,0,0
1527418880841,40,Logowanie,200,OK,Thread Group 1-47,text,true,,10339,122,37,37,39,0,0
1527418880850,38,38 /reserve.php,200,OK,Thread Group 1-57,text,true,,10587,591,37,37,38,0,0
1527418880854,38,40 /confirmation.php,200,OK,Thread Group 1-51,text,true,,9004,713,37,37,38,0,0
1527418880645,256,39 /purchase.php,200,OK,Thread Group 1-38,text,true,,9969,659,37,37,45,0,0
1527418880797,104,37 /,200,OK,Thread Group 1-60,text,true,,7950,416,38,38,74,0,1
1527418880856,39,Logowanie,200,OK,Thread Group 1-48,text,true,,10339,122,38,38,39,0,0
1527418880857,40,39 /purchase.php,200,OK,Thread Group 1-54,text,true,,9968,659,37,37,40,0,0
1527418880813,95,37 /,200,OK,Thread Group 1-61,text,true,,7949,416,37,37,66,0,1
1527418880863,40,39 /purchase.php,200,OK,Thread Group 1-55,text,true,,9970,661,37,37,40,0,0
1527418880670,240,40 /confirmation.php,200,OK,Thread Group 1-36,text,true,,9005,713,37,37,44,0,0
1527418880864,40,Logowanie,200,OK,Thread Group 1-19,text,true,,10337,122,37,37,39,0,0
1527418880868,40,40 /confirmation.php,200,OK,Thread Group 1-52,text,true,,9004,713,37,37,39,0,0
1527418880824,97,37 /,200,OK,Thread Group 1-62,text,true,,7949,416,37,37,68,0,2
1527418880877,40,38 /reserve.php,200,OK,Thread Group 1-59,text,true,,10579,590,37,37,40,0,0
1527418880878,39,Logowanie,200,OK,Thread Group 1-34,text,true,,10343,122,37,37,39,0,0
1527418880875,46,39 /purchase.php,200,OK,Thread Group 1-56,text,true,,9974,665,37,37,46,0,0
1527418880867,54,Logowanie,200,OK,Thread Group 1-33,text,true,,10338,122,37,37,54,0,0
1527418880692,238,Logowanie,200,OK,Thread Group 1-35,text,true,,10339,122,36,36,40,0,0
1527418880829,96,37 /,200,OK,Thread Group 1-63,text,true,,7949,416,35,35,67,0,0
1527418880698,237,39 /purchase.php,200,OK,Thread Group 1-41,text,true,,9974,665,35,35,38,0,0
1527418880889,39,39 /purchase.php,200,OK,Thread Group 1-57,text,true,,9966,657,35,35,39,0,0
1527418880710,234,40 /confirmation.php,200,OK,Thread Group 1-39,text,true,,9004,714,36,36,39,0,0
1527418880842,100,37 /,200,OK,Thread Group 1-64,text,true,,7949,416,36,36,71,0,1
1527418880894,50,40 /confirmation.php,200,OK,Thread Group 1-38,text,true,,9004,713,36,36,50,0,0
1527418880892,52,Logowanie,200,OK,Thread Group 1-51,text,true,,10337,122,36,36,52,0,0
1527418880895,50,38 /reserve.php,200,OK,Thread Group 1-60,text,true,,10603,593,36,36,49,0,0
1527418880897,49,40 /confirmation.php,200,OK,Thread Group 1-54,text,true,,9004,714,36,36,49,0,0
1527418880721,234,40 /confirmation.php,200,OK,Thread Group 1-40,text,true,,9004,714,36,36,39,0,0
1527418880901,47,38 /reserve.php,200,OK,Thread Group 1-61,text,true,,10627,602,36,36,47,0,0
1527418880903,47,40 /confirmation.php,200,OK,Thread Group 1-55,text,true,,9005,714,36,36,47,0,0
1527418880730,230,39 /purchase.php,200,OK,Thread Group 1-44,text,true,,9968,659,36,36,39,0,0
1527418880725,235,Logowanie,200,OK,Thread Group 1-37,text,true,,10337,122,36,36,40,0,0
1527418880856,99,37 /,200,OK,Thread Group 1-65,text,true,,7949,416,35,35,70,0,2
1527418880921,39,40 /confirmation.php,200,OK,Thread Group 1-56,text,true,,9004,713,36,36,39,0,0
1527418880869,97,37 /,200,OK,Thread Group 1-66,text,true,,7949,416,36,36,68,0,2
1527418880925,42,38 /reserve.php,200,OK,Thread Group 1-63,text,true,,10564,588,36,36,42,0,0
1527418880928,39,40 /confirmation.php,200,OK,Thread Group 1-41,text,true,,9004,713,36,36,38,0,0
1527418880746,234,40 /confirmation.php,200,OK,Thread Group 1-25,text,true,,9004,714,37,37,39,0,0
